,Volkswagen_pref,Mercedes_Benz_Group,Allianz,Munich_Re,Bayer,BASF
w_18,0.2846250428005495,0.15548038533768074,0.25738804562117074,0.10110408948402322,0.14852024983236933,0.05288218692420652
w_19,0.05517855025779987,0.5402930806397174,0.0353415567955994,0.04733073992697812,0.07814821465580231,0.24370785772410297
w_20,0.06737835534866231,0.11144267691982199,0.3516399457982839,0.25101199942414815,0.1906941622774397,0.027832860231643938
w_21,0.3772668434843124,0.14415384857057092,0.03925599432292204,0.12669196851098893,0.02237978197210634,0.29025156313909933
w_22,0.15333387913084107,0.04644154491118658,0.007233929449221703,0.4306943480239134,0.1274734183256058,0.23482288015923153
w_23,0.035748562702659026,0.1698690194663609,0.1663093661746075,0.00943704595673597,0.5503807782072784,0.0682552274923581
w_24,0.28019376550755287,0.04885173702365493,0.19721620205849807,0.057380087648763345,0.3235303767913781,0.09282783097015274
w_25,0.2454085776707981,0.1663374613491751,0.23734886078845563,0.14877052987900138,0.193087553599321,0.00904701671324871
w_26,0.14386203612006254,0.22742745491623031,0.052647274635091036,0.30848280127687694,0.015232207108277175,0.25234822594346185
w_27,0.07101808839075348,0.13033142168315134,0.47500636664555296,0.024739553733061408,0.0372258040485465,0.2616787654989342
w_28,0.20805914923404042,0.06098924813239932,0.09389935723139224,0.15881180698081118,0.40235135324185195,0.07588908517950482
w_29,0.14029857807355323,0.06495094177644718,0.05580632082225685,0.391251714811788,0.10206691412735143,0.2456255303886034
w_30,0.058359762757214745,0.035866770712323005,0.2202513434379087,0.27327896779889604,0.18332684095042034,0.22891631434323714
w_31,0.1282856248363146,0.13749022721882714,0.28389132629772984,0.3555082976028888,0.08339865831696454,0.011425865727275221
w_32,0.20272449322611114,0.12220558070465452,0.3524472902819321,0.15084075176558054,0.020257457927987225,0.15152442609373457
w_33,0.11227733252703857,0.022582405600910523,0.05371201684696296,0.6817784265417588,0.07902876411711775,0.0506210543662115
w_34,0.10463944468733177,0.48710628890474084,0.2565496054549332,0.046582914649871576,0.001915439866221098,0.10320630643690164
w_35,0.02184122153493469,0.2997863072220227,0.015455510410331623,0.09921660046356802,0.14754360169233924,0.4161567586768036
w_36,0.05574490725377926,0.3331090045651143,0.1465538023397584,0.3320036452670162,0.06872780959631697,0.06386083097801482
w_37,0.04815383239852101,0.1988647028421626,0.12375533679517979,0.1649900655851165,0.244381703454327,0.21985435892469304
w_38,0.1826647147841351,0.24442959673138273,0.006017796654896781,0.262986568226225,0.22724542647914908,0.07665589712421136
w_39,0.031115995130350908,0.09223592584038051,0.26293010456670285,0.042304625458688294,0.1860372614958092,0.38537608750806834
w_40,0.05461949002972689,0.5892695171638247,0.008271298188678777,0.005092524497047263,0.25436053181408635,0.08838663830663603
w_41,0.06747695787205708,0.21813410443182019,0.2755655891008739,0.09177486484744936,0.23454312951486006,0.11250535423293924
w_42,0.06931739430761549,0.0336304065356444,0.19031072375748095,0.29593506728776,0.3690593745828231,0.0417470335286761
w_43,0.2635928536219372,0.131900134338815,0.4399027456851144,0.05671551308685561,0.015147082225479624,0.092741671041798
w_44,0.015589903868984789,0.10394032717227542,0.1076417098088651,0.025017230293072082,0.6811403213946807,0.06667050746212186
w_45,0.5630544228076771,0.09443486339255783,0.2393642931188558,0.042457794225753014,0.05544220145667314,0.005246424998482991
w_46,0.24308923578913597,0.0534606680528191,0.10423111473493034,0.13076380169950338,0.027059244343840064,0.4413959353797712
w_47,0.32543885077519974,0.044873833529670906,0.0643227944538802,0.29548670408193256,0.07560281284422271,0.19427500431509398
w_48,0.1977746082033908,0.011040885170259938,0.09548896690872516,0.4176906920601535,0.019827542725470586,0.25817730493199986
w_49,0.0076733023582214255,0.4071726001451058,0.03864727210922525,0.03726163744580138,0.16573699911880715,0.34350818882283896
w_50,0.36422495338209354,0.15787349117009325,0.1973937245402618,0.12532363426655646,0.02199887521897348,0.13318532142202139
w_51,0.042863855350601665,0.2540703036640995,0.1970731824611263,0.09184180541164047,0.182403328094969,0.23174752501756307
w_52,0.09266228970943122,0.1671890065595957,0.16904665558317086,0.044957998387170774,0.11582765981495136,0.4103163899456802
w_53,0.27538758003780217,0.13225133165239042,0.13824496945547407,0.09167927659962329,0.2688257589970605,0.0936110832576496
w_54,0.1172699869796779,0.07834309214853057,0.07346825103844565,0.3516570833823904,0.26250811849567096,0.1167534679552845
w_55,0.2731760628778822,0.03388525206436529,0.10614262769858993,0.2983178841969805,0.2342702226655414,0.054207950496640754
w_56,0.45025977095493186,0.005563955566327914,0.16140636977338074,0.01397928771142745,0.3562390755074596,0.012551540486472307
w_57,0.1723103804197733,0.020108238705918866,0.5042217283441596,0.06419594205029268,0.13040345343763773,0.10876025704221791
w_58,0.06083047180836959,0.1309454309664147,0.06719783489313692,0.24886404916194452,0.005543354831198941,0.48661885833893526
w_59,0.1371365290059845,0.04884181536850085,0.09716745541336974,0.20591833090784661,0.16512842606512484,0.34580744323917345
w_60,0.37144723745653857,0.1543326599187007,0.2569607105499344,0.10971288798686558,0.01877304143913769,0.08877346264882308
w_61,0.047609260790418696,0.3193021063116541,0.03706604318878341,0.20631297778908164,0.3680337732528475,0.021675838667214613
w_62,0.1746448754704188,0.4798501157506426,0.09492251951197783,0.0905384893218973,0.12215811548308461,0.037885884461978735
w_63,0.022667543216661392,0.3910890980673201,0.30221484349430916,0.07411906381595607,0.04071815865576175,0.16919129274999134
w_64,0.4571990813458343,0.22789973037043373,0.05111368175243633,0.06963753338174303,0.11519785951024959,0.07895211363930299
w_65,0.04908484796711649,0.0486431225925546,0.164050831700298,0.5290659155956015,0.029031805875611855,0.18012347626881764
w_66,0.2726990030749144,0.0013234387242001494,0.05700527338398548,0.14004787919133685,0.2362029115225717,0.2927214941029915
w_67,0.14850854543400407,0.031385027285786564,0.15178478410001914,0.35967039576632953,0.11772789361057359,0.19092335380328723
w_68,0.3338103093115655,0.004133971804443929,0.4179279217684989,0.004974132054342414,0.22526159775836502,0.013892067302784153
w_69,0.0341956435870111,0.06240891452004439,0.23241877838430736,0.02305949957961226,0.4151893170916095,0.2327278468374153
w_70,0.010211882093220173,0.001151811998083748,0.021888176451972503,0.12564890529951428,0.7953081736188772,0.04579105053833192
w_71,0.14713813600925424,0.008830555813092982,0.16437804792050684,0.20930348588963366,0.23339611725829476,0.2369536571092176
w_72,0.28904844505287863,0.01489471703264467,0.1447598939514415,0.07664742568420355,0.08229146965897427,0.39235804861985724
w_73,0.33410092714750217,0.18128793063410945,0.03899925988397499,0.17090818068944694,0.044559559921434164,0.23014414172353237
w_74,0.05600993681875059,0.3427224632091377,0.13759984921461202,0.02735677897652006,0.3995591547138441,0.03675181706713554
w_75,0.5617201508614843,0.08661191891758416,0.04668315760856669,0.026218196590812905,0.09589447264649399,0.18287210337505821
w_76,0.16133971431680164,0.07984709671959567,0.30771586726744754,0.1409389385593564,0.016208246391483206,0.29395013674531567
w_77,0.06891811120269568,0.5802239336028505,0.052942351767095434,0.08973920783341724,0.19560196019442455,0.012574435399516635
w_78,0.7618809489179384,0.1297624126707377,0.07499717589436482,0.01755926085588056,0.007367802849803379,0.00843239881127501
w_79,0.06033369135438784,0.057774306552760925,0.16147995454920305,0.3623405394076007,0.18553213892127038,0.17253936921477686
w_80,0.19070554770573625,0.33332194034485585,0.2756818070697438,0.018487797803205853,0.09252922626143631,0.08927368081502174
w_81,0.020520805266431356,0.12212997741472793,0.01583665986625288,0.4016400217256785,0.41110801974649097,0.02876451598041842
w_82,0.014075628065147248,0.5112181132271041,0.05124185978597497,0.11508079695377443,0.10041043956009894,0.2079731624079004
w_83,0.18214612666467955,0.40214361133910137,0.033126212210663517,0.1814537524167602,0.07551892850615977,0.12561136886263555
w_84,0.6166531836519737,0.08051665033084457,0.1754288642847217,0.0952521829538196,0.029227365448095746,0.0029217533305445423
w_85,0.4159302146945235,0.025501140342858733,0.052333158488149345,0.24347974935899935,0.09958014517750151,0.1631755919379675
w_86,0.07811795059985334,0.003016185616395062,0.2754733331249168,0.5063612997487005,0.0854634437988798,0.05156778711125449
w_87,0.27672572921942695,0.06533945097828535,0.1186303338676628,0.25212374452728964,0.05249523154641533,0.23468550986091988
w_88,0.25134178243444466,0.22564531866675844,0.38814423908049256,0.0032135809300741984,0.0820707085180592,0.049584370370171056
w_89,0.13049319451144703,0.16764906276523353,0.10222279739892404,0.236754551700948,0.1401464201776446,0.22273397344580284
w_90,0.13404573941774428,0.05582558094303047,0.19982469314063628,0.24217207869787025,0.3208287242575766,0.0473031835431422
w_91,0.23450303979158055,0.32432530487772265,0.011266812260049662,0.13481583696015115,0.22473190680827837,0.07035709930221751
w_92,0.2277861957000142,0.16047530864405946,0.023510029909630664,0.07394222206515381,0.4154278355407049,0.09885840814043693
w_93,0.2586641453791464,0.4500231850933336,0.10785567467556616,0.017656623165740938,0.04512960276241309,0.12067076892379995
w_94,0.07188023945323015,0.09936898144712321,0.16153211903295175,0.18623208409113104,0.13060741559012432,0.3503791603854394
w_95,0.4320217932240799,0.15596329304709144,0.2326336782925085,0.06156082179797299,0.017236691167696765,0.10058372247065046
w_96,0.5380273266017135,0.033236533896978455,0.0909903620112177,0.20732802449361676,0.11928812677382056,0.011129626222653118
w_97,0.6337340767831121,0.11851696100661878,0.044554604763212505,0.07591340306245974,0.004493731425615368,0.12278722295898152
w_98,0.2428519668432424,0.11908514074633895,0.21911029094582685,0.09967258180649409,0.21495858745421764,0.10432143220387993
w_99,0.08943578704211266,0.16816531374414362,0.38417509184327636,0.04706569980096116,0.3013572082843626,0.009800899285143582
w_100,0.10076508059168755,0.07791803464318357,0.09570388108611144,0.20485383395426535,0.0547726137544778,0.4659865559702743
